{AAPL 1m 112.0932057595924 117.30670026003122 101.93939037828969 103.16656555490255 2023-02-28 20:36:00 +0300 MSK}
{SBER 1m 218.81018176090026 218.81018176090026 205.86203714673633 212.1450687909103 2023-02-28 20:36:00 +0300 MSK}
{NVDA 1m 313.29120106436983 319.5048323772116 301.3127403843495 319.5048323772116 2023-02-28 20:36:00 +0300 MSK}
{TSLA 1m 408.7542837437396 417.2498287489577 400.5660616665178 401.5890724674774 2023-02-28 20:36:00 +0300 MSK}
{AAPL 1m 111.89617195366125 119.57858711153375 103.46532476365411 118.53973607148828 2023-02-28 20:37:00 +0300 MSK}
{SBER 1m 201.18241302627752 219.09890880833564 201.18241302627752 219.09890880833564 2023-02-28 20:37:00 +0300 MSK}
{NVDA 1m 313.84049174706223 319.5383373717252 301.81674550707777 306.95907927256445 2023-02-28 20:37:00 +0300 MSK}
{TSLA 1m 406.0304536201312 414.60462954589616 401.48581997899686 413.81677663011357 2023-02-28 20:37:00 +0300 MSK}
{AAPL 1m 114.21814390599991 117.92683490792433 100.59342562549773 109.16884957151301 2023-02-28 20:38:00 +0300 MSK}
{SBER 1m 211.2755919163053 216.61067837989611 200.03807789028474 212.00331190646662 2023-02-28 20:38:00 +0300 MSK}
{NVDA 1m 312.9897892118588 316.3081034186672 300.0102763103224 300.5253030121938 2023-02-28 20:38:00 +0300 MSK}
{TSLA 1m 411.0353009802555 419.71929458680495 404.7768140561064 416.91665574496085 2023-02-28 20:38:00 +0300 MSK}
{SBER 1m 212.83568581599167 219.51349629974632 203.01928089959213 213.0808281846256 2023-02-28 20:39:00 +0300 MSK}
{NVDA 1m 304.94933215673257 315.94417081821604 301.9676757797146 301.9676757797146 2023-02-28 20:39:00 +0300 MSK}
{TSLA 1m 403.47311689446263 418.5922327089806 400.6064509566601 410.40760571424454 2023-02-28 20:39:00 +0300 MSK}
{AAPL 1m 104.99386402326988 115.66069946792004 100.5038791958979 114.79651562031667 2023-02-28 20:39:00 +0300 MSK}
{SBER 1m 203.03686804163803 213.08540268848293 200.61364391574278 211.10004271269588 2023-02-28 20:40:00 +0300 MSK}
{NVDA 1m 301.5238052460751 314.3273674980334 301.5238052460751 308.0414169054366 2023-02-28 20:40:00 +0300 MSK}
{TSLA 1m 406.3041617064025 413.0608041027072 405.05999647295687 410.12994127352835 2023-02-28 20:40:00 +0300 MSK}
{AAPL 1m 101.9945932743987 116.52908251269484 100.25651818212722 104.32942293309941 2023-02-28 20:40:00 +0300 MSK}
