{AAPL 2m 112.0932057595924 119.57858711153375 101.93939037828969 118.53973607148828 2023-02-28 20:36:00 +0300 MSK}
{SBER 2m 218.81018176090026 219.09890880833564 201.18241302627752 219.09890880833564 2023-02-28 20:36:00 +0300 MSK}
{NVDA 2m 313.29120106436983 319.5383373717252 301.3127403843495 306.95907927256445 2023-02-28 20:36:00 +0300 MSK}
{TSLA 2m 408.7542837437396 417.2498287489577 400.5660616665178 413.81677663011357 2023-02-28 20:36:00 +0300 MSK}
{AAPL 2m 114.21814390599991 117.92683490792433 100.5038791958979 114.79651562031667 2023-02-28 20:38:00 +0300 MSK}
{SBER 2m 211.2755919163053 219.51349629974632 200.03807789028474 213.0808281846256 2023-02-28 20:38:00 +0300 MSK}
{NVDA 2m 312.9897892118588 316.3081034186672 300.0102763103224 301.9676757797146 2023-02-28 20:38:00 +0300 MSK}
{TSLA 2m 411.0353009802555 419.71929458680495 400.6064509566601 410.40760571424454 2023-02-28 20:38:00 +0300 MSK}
{TSLA 2m 406.3041617064025 413.0608041027072 405.05999647295687 410.12994127352835 2023-02-28 20:40:00 +0300 MSK}
{AAPL 2m 101.9945932743987 116.52908251269484 100.25651818212722 104.32942293309941 2023-02-28 20:40:00 +0300 MSK}
{SBER 2m 203.03686804163803 213.08540268848293 200.61364391574278 211.10004271269588 2023-02-28 20:40:00 +0300 MSK}
{NVDA 2m 301.5238052460751 314.3273674980334 301.5238052460751 308.0414169054366 2023-02-28 20:40:00 +0300 MSK}
