{AAPL 1m 112.0932057595924 112.0932057595924 101.93939037828969 104.06373753294646 2023-03-28 03:33:00 +0300 MSK}
{SBER 1m 218.81018176090026 218.81018176090026 205.86203714673633 207.21742833713813 2023-03-28 03:33:00 +0300 MSK}
{NVDA 1m 313.29120106436983 313.58169351840434 301.3127403843495 311.41346552142045 2023-03-28 03:33:00 +0300 MSK}
{TSLA 1m 408.7542837437396 417.2498287489577 403.1303850946558 417.2498287489577 2023-03-28 03:33:00 +0300 MSK}
{NVDA 1m 315.05146071103223 319.5383373717252 304.83030177094304 316.0211008530532 2023-03-28 03:34:00 +0300 MSK}
{TSLA 1m 404.131653238274 414.60462954589616 400.5660616665178 414.60462954589616 2023-03-28 03:34:00 +0300 MSK}
{AAPL 1m 105.86228489107717 118.65692857036868 103.16656555490255 118.65692857036868 2023-03-28 03:34:00 +0300 MSK}
{SBER 1m 205.94165127112583 214.83697919983646 201.18241302627752 214.83697919983646 2023-03-28 03:34:00 +0300 MSK}
{AAPL 1m 103.65849832907817 119.57858711153375 101.71041015083823 107.99967525713991 2023-03-28 03:35:00 +0300 MSK}
{SBER 1m 208.56714163613617 219.09890880833564 202.53505858745203 209.95736226685403 2023-03-28 03:35:00 +0300 MSK}
{NVDA 1m 317.93983915123744 317.93983915123744 300.0102763103224 312.0795620456586 2023-03-28 03:35:00 +0300 MSK}
{TSLA 1m 413.6530697602649 419.71929458680495 404.7768140561064 408.1923655576999 2023-03-28 03:35:00 +0300 MSK}
{SBER 1m 200.03807789028474 219.51349629974632 200.03807789028474 211.77152690286965 2023-03-28 03:36:00 +0300 MSK}
{NVDA 1m 300.05686082349723 316.3081034186672 300.05686082349723 308.2352537669003 2023-03-28 03:36:00 +0300 MSK}
{TSLA 1m 418.31642629225917 418.5922327089806 400.6064509566601 411.0516077962849 2023-03-28 03:36:00 +0300 MSK}
{AAPL 1m 100.59342562549773 115.06322555473517 100.5038791958979 111.44173602886168 2023-03-28 03:36:00 +0300 MSK}
{AAPL 1m 109.8321479226324 116.52908251269484 100.25651818212722 101.15852519328672 2023-03-28 03:37:00 +0300 MSK}
{SBER 1m 219.15907827075029 219.98318980440666 200.61364391574278 219.98318980440666 2023-03-28 03:37:00 +0300 MSK}
{NVDA 1m 315.94417081821604 316.55856192301115 301.5238052460751 308.2308072644095 2023-03-28 03:37:00 +0300 MSK}
{TSLA 1m 402.14762225641505 414.0057574629163 402.14762225641505 402.2334927352961 2023-03-28 03:37:00 +0300 MSK}
{AAPL 1m 115.61508169116985 117.59689692611418 100.4306756665121 117.59689692611418 2023-03-28 03:38:00 +0300 MSK}
{SBER 1m 201.84235248881484 219.55526954715438 201.84235248881484 219.55526954715438 2023-03-28 03:38:00 +0300 MSK}
{NVDA 1m 301.06989248988816 319.47763748141347 300.7150929487217 316.95000524529365 2023-03-28 03:38:00 +0300 MSK}
{TSLA 1m 414.2939163178326 418.99766412202507 400.39617340650904 416.64395876299864 2023-03-28 03:38:00 +0300 MSK}
{AAPL 1m 104.95689046373991 119.34188682743546 100.29654738989753 116.79894842341119 2023-03-28 03:39:00 +0300 MSK}
{SBER 1m 218.2679812587294 219.70931157266494 200.37426442279312 200.46219136821088 2023-03-28 03:39:00 +0300 MSK}
{NVDA 1m 301.50074420269306 318.09552474131465 301.3751239040431 302.4872703719908 2023-03-28 03:39:00 +0300 MSK}
{TSLA 1m 416.70207602308705 419.9654762201699 401.9386842647746 405.2235123837644 2023-03-28 03:39:00 +0300 MSK}
